,Feature Name,m/z,Retention Time
1080,335.43_793.556m/z,793.5559585,5.59043312
1081,406.47_793.5586m/z,793.5586442,6.77456665
1082,380.33_793.593m/z,793.5930056,6.33885002
1083,395.11_793.5929m/z,793.5928939,6.5852499
1084,409.66_793.6216m/z,793.6215726,6.82773352
1085,485.48_793.6736m/z,793.6736129,8.09133339
1086,600.05_793.7095m/z,793.7094634,10.0008335
1087,409.52_793.7156m/z,793.7155729,6.825416565
1088,360.15_794.5686m/z,794.5685994,6.00256681
1089,380.09_794.5961m/z,794.5960763,6.33476663
1090,398.45_794.605m/z,794.6049644,6.640825035
1091,428.42_794.6064m/z,794.606356,7.1402669
1092,485.46_794.6762m/z,794.6762177,8.09098339
1093,520.98_794.686m/z,794.6859667,8.68305016
1094,618.37_794.7222m/z,794.7221772,10.3062415
1095,360.22_795.5715m/z,795.5715243,6.00374985
1096,428.4_795.6094m/z,795.6094298,7.14004993
1097,459.77_795.6343m/z,795.6342708,7.66291666
1098,483.16_795.6734m/z,795.6733718,8.05265045
1099,520.97_795.689m/z,795.6890332,8.68278313
1100,618.37_795.7252m/z,795.7252206,10.3062415
1101,360.57_796.5753m/z,796.5753014,6.00950837
1102,387.78_796.5854m/z,796.5854089,6.46293354
1103,398.14_796.6118m/z,796.6117973,6.6355834
1104,418.02_796.6214m/z,796.6213541,6.96703339
1105,432.79_796.6219m/z,796.6218932,7.213166715
1106,483.15_796.6759m/z,796.6759255,8.05251694
1107,520.96_796.6887m/z,796.6887486,8.68261623
1108,618.35_796.7263m/z,796.7263328,10.3059082
1109,635.25_796.7362m/z,796.7362333,10.5875168
1110,387.72_797.5885m/z,797.5884512,6.46194148
1111,418.06_797.6247m/z,797.6247044,6.96764994
1112,432.74_797.6256m/z,797.6256052,7.212324855
1113,423.8_797.6525m/z,797.6524524,7.06336689
1114,600.09_797.6616m/z,797.6616228,10.0015249
1115,509.59_797.6888m/z,797.6888151,8.49310017
1116,635.23_797.7402m/z,797.7401893,10.5872335
1117,427.12_798.5401m/z,798.5401021,7.11859989
1118,321.49_798.5632m/z,798.5631538,5.35809994
1119,387.79_798.5914m/z,798.5913696,6.463166715
1120,417.99_798.6234m/z,798.6234454,6.9664917
1121,432.74_798.6294m/z,798.6294147,7.21241665
1122,444.77_798.6368m/z,798.6368428,7.41278315
1123,423.81_798.6555m/z,798.6555247,7.06343341
1124,509.58_798.6915m/z,798.6915355,8.49303341
1125,400.84_799.596m/z,799.5960403,6.68060851
1126,432.82_799.6327m/z,799.6326774,7.21369982
1127,444.72_799.6398m/z,799.639773,7.41200018
1128,423.79_799.6585m/z,799.6584717,7.063225035
1129,463.67_799.6692m/z,799.6692024,7.72781658
1130,618.36_799.6772m/z,799.6771932,10.3060169
1131,509.56_799.6941m/z,799.6940672,8.49271679
1132,401.19_800.6067m/z,800.6067395,6.68655014
1133,429.1_800.6157m/z,800.615696,7.1517334
1134,472.11_800.654m/z,800.6539756,7.86856651
1135,463.67_800.6721m/z,800.672113,7.72775006
1136,618.34_800.6802m/z,800.6802387,10.3057084
1137,429.23_801.6201m/z,801.6201313,7.15380001
1138,423.44_801.6243m/z,801.6243275,7.05735016
1139,463.8_801.6748m/z,801.6747737,7.73002505
1140,635.2_801.6927m/z,801.6926786,10.5867329
1141,491.75_801.9588m/z,801.958804,8.195891855
1142,339.06_802.535m/z,802.5349848,5.651008365
1143,363.53_802.5957m/z,802.5956849,6.05879998
1144,429.27_802.6207m/z,802.6206939,7.15443325
1145,456.74_802.6372m/z,802.6372019,7.61238337
1146,464.26_802.6771m/z,802.6770816,7.73759985
1147,491.36_802.6872m/z,802.6872387,8.189358235
1148,339.07_803.5382m/z,803.5382279,5.651091815
1149,421.17_803.6607m/z,803.6607156,7.01946664
1150,491.52_803.6902m/z,803.6901785,8.19206619
1151,502.75_803.6984m/z,803.6983558,8.37915802
1152,387.85_804.5307m/z,804.5306699,6.46421671
1153,339.08_804.5462m/z,804.5462305,5.651308295
1154,323.27_804.5531m/z,804.5531381,5.38784981
1155,344.52_804.5507m/z,804.5506911,5.742058275
1156,491.71_804.6924m/z,804.692427,8.195158485
1157,502.71_804.7014m/z,804.70143,8.37853336
1158,344.33_805.5539m/z,805.5539195,5.738875155
1159,323.29_805.5561m/z,805.5561322,5.3881669
1160,361.05_805.6201m/z,805.6200959,6.01748323
1161,356.38_806.4234m/z,806.4233862,5.93968344
1162,417.61_806.51m/z,806.5099548,6.96015811
1163,392.36_806.5537m/z,806.5536968,6.53929996
1164,344.53_806.5693m/z,806.5693159,5.74224997
1165,380.31_806.5669m/z,806.5669456,6.338575125
1166,348.07_807.5726m/z,807.5725633,5.8012166
1167,380.23_807.5715m/z,807.571518,6.33721685
1168,444.08_807.6345m/z,807.6345058,7.40133333
1169,389.51_807.6357m/z,807.6356558,6.49188328
1170,356.49_808.576m/z,808.5759905,5.94151688
1171,343.72_808.5756m/z,808.5755675,5.72874999
1172,375.7_808.5852m/z,808.5851723,6.261650085
1173,409.85_808.5831m/z,808.5831047,6.83080006
1174,444.08_808.6368m/z,808.6367837,7.40127492
1175,475.03_808.6643m/z,808.6643392,7.917208435
1176,627.76_808.7369m/z,808.7369332,10.46262505
1177,343.75_809.5774m/z,809.5773997,5.72914982
1178,356.44_809.5807m/z,809.5806968,5.94061661
1179,375.7_809.5882m/z,809.5882489,6.26170015
1180,473.58_809.6503m/z,809.6503152,7.89300823
1181,484.4_809.6865m/z,809.6865026,8.07333374
1182,356.24_810.1179m/z,810.1179435,5.9373498
1183,356.26_810.2189m/z,810.2188887,5.93774986
1184,356.24_810.3032m/z,810.3031805,5.9373498
1185,356.27_810.3861m/z,810.3860569,5.93790841
1186,356.61_810.5821m/z,810.5820752,5.94348335
1187,375.66_810.5915m/z,810.5915156,6.26106644
1188,394.02_810.601m/z,810.6010096,6.566958185
1189,408.58_810.6017m/z,810.6016747,6.80966663
1190,438.44_810.6m/z,810.5999772,7.3072834
1191,473.42_810.653m/z,810.6530138,7.89033318
1192,511.2_810.6778m/z,810.6777552,8.519991875
1193,484.59_810.6884m/z,810.6884136,8.07658291
1194,389.23_811.6042m/z,811.6042332,6.48723316
1195,408.57_811.6048m/z,811.6048229,6.809574845
1196,437.61_811.6041m/z,811.6041423,7.29349995
1197,473.24_811.657m/z,811.6570167,7.88738346
1198,443.48_811.6683m/z,811.6682927,7.39131689
1199,356.21_811.9852m/z,811.9852187,5.93685007
1200,356.25_812.0742m/z,812.0741928,5.93751669
1201,388.88_812.6067m/z,812.6067288,6.481366635
1202,408.52_812.6073m/z,812.6073398,6.808608295
1203,428.24_812.6172m/z,812.6171783,7.13740015
1204,443.33_812.6713m/z,812.6713009,7.38880014
1205,389.16_813.6097m/z,813.6097304,6.48601675
1206,408.26_813.6112m/z,813.6111696,6.80426645
1207,421.01_813.6202m/z,813.620158,7.01679993
1208,443.14_813.6747m/z,813.6746595,7.38573313
1209,471.9_813.6848m/z,813.6847721,7.86506653
1210,483.21_813.6849m/z,813.6848716,8.05350018
1211,454.01_813.6822m/z,813.6821675,7.56675005
1212,408.09_814.6113m/z,814.6113351,6.8015666
1213,420.88_814.6229m/z,814.6228662,7.01469994
1214,441.63_814.6353m/z,814.6353477,7.36046648
1215,471.8_814.6875m/z,814.6875135,7.86334157
1216,483.16_814.6881m/z,814.688111,8.05270815
1217,420.7_815.6266m/z,815.6265861,7.01166677
1218,441.62_815.6366m/z,815.6365839,7.36028337
1219,618.34_815.6516m/z,815.6515754,10.3056831
1220,471.89_815.6902m/z,815.6901697,7.864833355
1221,483.48_815.6964m/z,815.696383,8.05803299
1222,509.58_815.7003m/z,815.7002688,8.49291706
1223,383.51_816.5898m/z,816.5898104,6.39190006
1224,420.71_816.6267m/z,816.6267119,7.01191664
1225,441.51_816.6396m/z,816.6395925,7.358558415
1226,475.6_816.6517m/z,816.6517471,7.926608325
1227,471.68_816.6895m/z,816.6894965,7.86140013
1228,483.59_816.7013m/z,816.7013483,8.05988312
1229,509.58_816.7033m/z,816.7032946,8.49291706
1230,584.9_816.7059m/z,816.7059384,9.74826622
1231,383.4_817.5928m/z,817.5927703,6.390049935
1232,441.28_817.6456m/z,817.6455506,7.35459995
1233,470.2_817.6572m/z,817.6571949,7.836591485
1234,509.56_817.706m/z,817.7059949,8.492741585
1235,483.61_817.704m/z,817.7040408,8.06013298
1236,519.92_817.7145m/z,817.714503,8.6652832
1237,339.07_818.5088m/z,818.5087799,5.6512332
1238,416.79_818.606m/z,818.6059609,6.94658327
1239,432.64_818.603m/z,818.6029986,7.210591555
1240,509.54_818.709m/z,818.709035,8.49236631
1241,519.94_818.7173m/z,818.7173017,8.665625095
1242,603.0_818.7223m/z,818.722317,10.0499415
1243,339.07_819.5121m/z,819.5120536,5.6512332
1244,387.1_819.6089m/z,819.608899,6.451658485
1245,416.85_819.609m/z,819.6089973,6.94754982
1246,509.53_819.7104m/z,819.7103511,8.49223328
1247,603.0_819.7255m/z,819.7254691,10.0499582
1248,344.31_820.5251m/z,820.5251292,5.73850012
1249,376.81_820.5851m/z,820.5850559,6.280158285
1250,386.81_820.6115m/z,820.6114766,6.446791885
1251,420.93_820.6209m/z,820.6208779,7.015566825
1252,397.89_820.6208m/z,820.6208471,6.63146687
1253,628.46_820.697m/z,820.6970463,10.4743004
1254,620.66_820.7386m/z,820.7385572,10.3443003
1255,376.84_821.5879m/z,821.5879005,6.28063345
1256,397.84_821.6239m/z,821.623903,6.630741835
1257,420.92_821.6243m/z,821.6243029,7.01538324
1258,463.69_821.6498m/z,821.6498212,7.72821665
1259,628.45_821.7m/z,821.6999555,10.4742002
1260,620.66_821.7417m/z,821.7417192,10.3443003
1261,380.24_822.544m/z,822.5439646,6.33738327
1262,376.69_822.5511m/z,822.5511188,6.27816677
1263,387.33_822.5987m/z,822.5986908,6.45550013
1264,420.74_822.6303m/z,822.6303321,7.01226664
1265,434.78_822.6366m/z,822.6365755,7.246374845
1266,465.58_822.6429m/z,822.642876,7.75960016
1267,620.64_822.7442m/z,822.7442305,10.3439503
1268,637.38_822.7543m/z,822.7542728,10.622983
1269,380.11_823.5463m/z,823.5463328,6.33521652
1270,387.26_823.6021m/z,823.6021327,6.45440006
1271,434.59_823.6398m/z,823.6397591,7.243199825
1272,466.06_823.6442m/z,823.6442086,7.7677331
1273,491.77_823.6656m/z,823.6656169,8.19612503
1274,602.94_823.6774m/z,823.6773727,10.0490332
1275,637.38_823.7574m/z,823.7574289,10.6229334
1276,428.5_824.6182m/z,824.6181957,7.14166665
1277,470.41_824.6526m/z,824.6525624,7.84009981
1278,456.32_824.6517m/z,824.6517388,7.605274915
1279,491.74_824.6683m/z,824.6682903,8.19568348
1280,602.94_824.6805m/z,824.6804986,10.0489998
1281,637.38_824.76m/z,824.7600267,10.6229668
1282,428.46_825.6201m/z,825.620137,7.14098334
1283,470.55_825.6545m/z,825.654463,7.84248352
1284,454.89_825.6736m/z,825.6735951,7.58149171
1285,461.91_825.6831m/z,825.6830998,7.698425055
1286,620.65_825.6936m/z,825.6935794,10.34423305
1287,637.34_825.7624m/z,825.7624386,10.6223001
1288,438.47_826.5747m/z,826.5746745,7.30781651
1289,363.38_826.595m/z,826.5949926,6.056283235
1290,417.5_826.607m/z,826.6069831,6.95840001
1291,461.87_826.6863m/z,826.6862583,7.69789982
1292,620.66_826.6965m/z,826.6964654,10.3442917
1293,438.4_827.5773m/z,827.5772758,7.30663347
1294,429.63_827.6609m/z,827.6609317,7.16056681
1295,471.27_827.6689m/z,827.6688915,7.85449982
1296,620.64_827.6994m/z,827.6993872,10.3440418
1297,637.34_827.7094m/z,827.7093814,10.6223416
1298,605.57_827.711m/z,827.7110419,10.092783
1299,356.21_828.5511m/z,828.5510778,5.93675828
1300,438.26_828.5771m/z,828.5771044,7.30438328
1301,398.38_828.611m/z,828.6109653,6.63969994
1302,637.34_828.7124m/z,828.7123777,10.6223583
1303,605.54_828.7146m/z,828.714598,10.0923166
1304,356.32_829.5542m/z,829.5542002,5.93866682
1305,398.35_829.6151m/z,829.6150844,6.63918328
1306,419.31_829.6785m/z,829.6784551,6.98848343
1307,458.71_829.6783m/z,829.6783224,7.64515853
1308,484.41_829.7055m/z,829.705518,8.0734663
1309,521.44_829.7149m/z,829.7148827,8.69071674
1310,637.32_829.7152m/z,829.7151914,10.6220169
1311,622.95_829.7269m/z,829.7269223,10.3824415
1312,356.41_830.5576m/z,830.5576124,5.94018316
1313,375.75_830.5666m/z,830.5665885,6.262475015
1314,339.66_830.5688m/z,830.5688124,5.66101646
1315,458.63_830.6798m/z,830.6798249,7.64375019
1316,521.24_830.7165m/z,830.7165431,8.687274935
1317,622.95_830.7303m/z,830.7303118,10.3824749
1318,381.6_831.57m/z,831.5699619,6.36001682
1319,339.71_831.572m/z,831.5719549,5.66188335
1320,456.04_831.694m/z,831.6940204,7.60071659
1321,521.21_831.7186m/z,831.7185772,8.68676662
1322,622.94_831.7333m/z,831.7332889,10.38228325
1323,639.38_831.7422m/z,831.7421799,10.6563501
1324,393.95_832.5813m/z,832.5813267,6.565841675
1325,363.94_832.5844m/z,832.5843562,6.06573343
1326,408.07_832.583m/z,832.5829816,6.80109978
1327,456.04_832.6973m/z,832.6972629,7.60071659
1328,613.12_832.7373m/z,832.7373247,10.2186165
1329,639.37_832.7457m/z,832.7457274,10.6562166
1330,363.93_833.588m/z,833.5879917,6.065474985
1331,443.03_833.6508m/z,833.6507865,7.38390017
1332,654.79_833.7576m/z,833.7575782,10.9131417
1333,363.58_834.5915m/z,834.5914663,6.0597167
1334,380.93_834.6004m/z,834.6003879,6.348891735
1335,420.74_834.5987m/z,834.5986558,7.01226664
1336,397.37_834.6013m/z,834.601297,6.62283325
1337,443.0_834.6533m/z,834.6533051,7.38331652
1338,521.04_834.6776m/z,834.6776472,8.683983325
1339,630.0_834.7534m/z,834.7533821,10.5000749
1340,654.77_834.7612m/z,834.7611643,10.9128251
1341,378.23_835.6037m/z,835.6037179,6.30379176
1342,397.36_835.6044m/z,835.6043687,6.622733355
1343,420.79_835.6037m/z,835.6036718,7.013133525
1344,442.94_835.6558m/z,835.6557711,7.38240838
1345,471.74_835.6665m/z,835.6664889,7.862258195
1346,483.12_835.6659m/z,835.6659187,8.052033425
1347,629.99_835.7564m/z,835.7563859,10.4997749
1348,381.05_836.6067m/z,836.6067275,6.35081673
1349,397.32_836.6075m/z,836.6075346,6.62201643
1350,471.71_836.6694m/z,836.6694289,7.86186647
1351,483.13_836.6685m/z,836.6684636,8.05218315
1352,646.11_836.7692m/z,836.7691975,10.7685671
1353,397.22_837.6122m/z,837.6121891,6.62034988
1354,412.92_837.6203m/z,837.6202532,6.88201666
1355,463.84_837.6258m/z,837.6258228,7.73059988
1356,471.73_837.6723m/z,837.6723136,7.862174985
1357,509.61_837.6815m/z,837.6815231,8.49346638
1358,483.48_837.6774m/z,837.677436,8.05793381
1359,625.46_837.7312m/z,837.7311521,10.4243336
1360,646.12_837.7722m/z,837.7721597,10.7686501
1361,397.13_838.6138m/z,838.6138071,6.618858335
1362,433.33_838.6325m/z,838.6324518,7.222233295
1363,447.74_838.6326m/z,838.6326498,7.46226645
1364,509.59_838.6845m/z,838.6845236,8.49316692
1365,625.45_838.7347m/z,838.7346774,10.4241333
1366,646.06_838.7751m/z,838.77512,10.767683
1367,406.82_839.626m/z,839.6259818,6.78030014
1368,433.3_839.6356m/z,839.6355511,7.22165012
1369,447.74_839.6354m/z,839.635449,7.46231651
1370,491.78_839.6406m/z,839.640574,8.19638348
1371,602.94_839.6523m/z,839.6522632,10.048933
1372,509.55_839.6873m/z,839.6872744,8.49248362
1373,480.17_839.699m/z,839.699004,8.00283289
1374,629.96_839.7096m/z,839.709593,10.4993496
1375,641.26_839.7473m/z,839.7472819,10.6876664
1376,433.32_840.6381m/z,840.6380776,7.221975085
1377,491.77_840.644m/z,840.6439798,8.19620037
1378,448.82_840.6449m/z,840.6449477,7.48026657
1379,459.24_840.6507m/z,840.650727,7.654058215
1380,480.09_840.7022m/z,840.7022207,8.0015831
1381,641.26_840.7506m/z,840.7506037,10.6876831
1382,433.33_841.6413m/z,841.641264,7.222191575
1383,620.64_841.6676m/z,841.6675859,10.3440418
1384,505.37_841.7145m/z,841.7145432,8.42290831
1385,646.28_841.7249m/z,841.7248514,10.7713499
1386,656.6_841.7629m/z,841.7629429,10.9433336
1387,620.64_842.6709m/z,842.6708677,10.3439584
1388,486.25_842.7156m/z,842.71563,8.10420036
1389,505.26_842.7178m/z,842.7177968,8.421008585
1390,592.76_842.7217m/z,842.7216664,9.8793664
1391,646.28_842.7278m/z,842.7278041,10.7712831
1392,620.6_843.6716m/z,843.6715673,10.34330845
1393,637.31_843.6831m/z,843.6831358,10.6218915
1394,592.74_843.7248m/z,843.7247552,9.87900829
1395,356.2_844.5248m/z,844.5248294,5.9366169
1396,351.32_844.614m/z,844.6139608,5.85539174
1397,392.09_844.6204m/z,844.6203939,6.53475833
1398,637.31_844.6864m/z,844.6863624,10.6218834
1399,611.09_844.7381m/z,844.7381181,10.1848583
1400,347.27_845.5156m/z,845.515647,5.787816525
1401,356.22_845.528m/z,845.5279878,5.936991695
1402,351.34_845.6171m/z,845.6170866,5.85564995
1403,637.26_845.6867m/z,845.6867388,10.621067
1404,356.33_846.5287m/z,846.5286989,5.93882489
1405,375.9_846.5416m/z,846.5416365,6.26498318
1406,351.36_846.6196m/z,846.6196059,5.856033325
1407,423.23_846.6367m/z,846.636743,7.0538168
1408,605.65_846.7443m/z,846.7442995,10.09415865
1409,622.92_846.7547m/z,846.7546547,10.3820171
1410,381.9_847.5452m/z,847.5452031,6.36507511
1411,423.28_847.64m/z,847.6399546,7.05466652
1412,622.92_847.758m/z,847.7579503,10.3819838
1413,417.29_848.6168m/z,848.616818,6.95481682
1414,440.58_848.653m/z,848.6529733,7.343058345
1415,466.24_848.6523m/z,848.6523187,7.770741705
1416,622.91_848.7607m/z,848.7606669,10.3818502
1417,639.38_848.7704m/z,848.770427,10.656333
1418,466.39_849.6555m/z,849.6555234,7.77321672
1419,484.58_849.6771m/z,849.6771046,8.07627487
1420,605.81_849.6933m/z,849.6933338,10.0969162
1421,639.38_849.7736m/z,849.7736091,10.656333
1422,420.72_850.573m/z,850.572957,7.01206684
1423,441.65_850.6397m/z,850.6396671,7.36084175
1424,521.06_850.6521m/z,850.6521107,8.684258465
1425,470.29_850.6687m/z,850.6686592,7.83823347
1426,605.75_850.6968m/z,850.6968314,10.0957918
1427,639.36_850.7763m/z,850.7762652,10.6559248
1428,654.8_850.7861m/z,850.7860946,10.9133663
1429,654.87_851.0687m/z,851.0687067,10.9145832
1430,420.72_851.5763m/z,851.5762657,7.01193333
1431,442.74_851.6306m/z,851.6305656,7.379016635
1432,483.13_851.6444m/z,851.6444327,8.05216694
1433,470.57_851.6624m/z,851.6623911,7.84281683
1434,605.65_851.7038m/z,851.7037849,10.09423355
1435,622.9_851.7099m/z,851.709936,10.38163375
1436,596.29_851.7108m/z,851.7107679,9.93823338
1437,639.36_851.7791m/z,851.7791009,10.6560168
1438,654.82_851.7893m/z,851.7893179,10.9136171
1439,420.71_852.5763m/z,852.5763136,7.01186657
1440,470.75_852.6598m/z,852.6598272,7.84590006
1441,481.48_852.6766m/z,852.6765621,8.02461624
1442,505.26_852.6838m/z,852.683801,8.42099953
1443,622.9_852.7129m/z,852.7128936,10.38171625
1444,654.79_852.792m/z,852.7920412,10.913167
1445,509.59_853.6558m/z,853.6558299,8.493191715
1446,505.28_853.6859m/z,853.6858936,8.42128372
1447,622.92_853.7159m/z,853.7158713,10.3819838
1448,609.08_853.7266m/z,853.7266177,10.1513004
1449,639.26_853.7258m/z,853.7257549,10.6543169
1450,654.82_853.7946m/z,853.7945504,10.9136171
1451,329.71_854.5688m/z,854.5687767,5.49518347
1452,509.53_854.6604m/z,854.6604424,8.492191795
1453,505.1_854.6961m/z,854.6961321,8.4183836
1454,622.98_854.7197m/z,854.7197472,10.3830748
1455,639.25_854.7288m/z,854.7288057,10.65415
1456,609.06_854.7301m/z,854.7300902,10.1509333
1457,329.71_855.572m/z,855.5719945,5.49523354
1458,505.03_855.7009m/z,855.7008897,8.41723299
1459,639.24_855.7317m/z,855.7317181,10.654067
1460,654.7_855.7414m/z,855.7413641,10.9115834
1461,625.23_855.7435m/z,855.7435361,10.4205332
1462,397.11_856.5825m/z,856.5825333,6.61854982
1463,341.88_856.5842m/z,856.5841733,5.698058365
1464,436.98_856.6423m/z,856.6422566,7.28301668
1465,528.8_856.7142m/z,856.7142411,8.81330013
1466,504.37_856.726m/z,856.7259907,8.40614986
1467,654.68_856.7445m/z,856.7444542,10.9113665
1468,625.29_856.7468m/z,856.7468342,10.4214334
1469,397.09_857.5857m/z,857.5857423,6.61816645
1470,341.9_857.5876m/z,857.5876341,5.698366645
1471,436.86_857.6459m/z,857.6458595,7.28100014
1472,646.32_857.7022m/z,857.7022348,10.771925
1473,625.21_857.7496m/z,857.7495541,10.4201002
1474,654.68_857.7473m/z,857.7473223,10.9113169
1475,641.24_857.7591m/z,857.7591114,10.6873918
1476,370.3_858.6m/z,858.5999593,6.17164993
1477,406.66_858.5985m/z,858.598453,6.777658225
1478,646.3_858.705m/z,858.7049899,10.7716503
1479,654.61_858.7499m/z,858.7498651,10.9101162
1480,615.99_858.7528m/z,858.7527618,10.26655005
1481,641.26_858.7626m/z,858.7625587,10.6876001
1482,615.75_859.7564m/z,859.756403,10.2624664
1483,641.22_859.765m/z,859.7649862,10.68706655
1484,656.58_859.7743m/z,859.7742967,10.943017
1485,401.59_860.616m/z,860.6160442,6.693125005
1486,632.43_860.7691m/z,860.7690802,10.5404334
1487,656.6_860.7777m/z,860.7777162,10.9433417
1488,401.62_861.6196m/z,861.6195653,6.69368315
1489,632.22_861.7729m/z,861.772907,10.5369248
1490,656.6_861.7805m/z,861.7804893,10.9433165
1491,419.99_862.632m/z,862.6319734,6.99988317
1492,632.18_862.7753m/z,862.7752699,10.5363503
1493,648.06_862.7856m/z,862.7855618,10.8009996
1494,419.71_863.6355m/z,863.6355154,6.99523354
1495,600.47_863.6888m/z,863.6888353,10.0079165
1496,647.97_863.7889m/z,863.7888866,10.7995663
1497,435.59_864.647m/z,864.646953,7.25983334
1498,448.32_864.6473m/z,864.6473499,7.47195005
1499,600.48_864.6929m/z,864.6929219,10.0080833
1500,647.93_864.7915m/z,864.7914524,10.7988834
1501,662.71_864.8007m/z,864.8007357,11.0451336
1502,435.61_865.6506m/z,865.6505864,7.26016665
1503,605.66_865.6679m/z,865.6679076,10.0943003
1504,632.17_865.725m/z,865.7250216,10.5361166
1505,643.58_865.7627m/z,865.7627021,10.72630835
1506,662.72_865.8034m/z,865.8034272,11.0453663
1507,605.65_866.6711m/z,866.6710845,10.0941334
1508,632.17_866.728m/z,866.7280212,10.5361166
1509,643.57_866.7661m/z,866.7661279,10.7262416
1510,662.58_866.8062m/z,866.8061666,11.04304175
1511,622.8_867.6839m/z,867.6838896,10.3800664
1512,647.69_867.7413m/z,867.7412573,10.7948837
1513,658.51_867.7765m/z,867.7764832,10.9752083
1514,622.81_868.6871m/z,868.6870854,10.3801751
1515,485.23_868.7322m/z,868.7321682,8.08711624
1516,647.69_868.7442m/z,868.7442172,10.7948837
1517,622.8_869.6876m/z,869.6876135,10.380033
1518,639.2_869.6995m/z,869.6995203,10.653275
1519,485.24_869.7361m/z,869.7361105,8.08726692
1520,647.66_869.7452m/z,869.7452314,10.7943668
1521,662.7_869.7563m/z,869.7562821,11.0449495
1522,634.44_869.7571m/z,869.757138,10.573967
1523,639.18_870.7028m/z,870.702758,10.6529837
1524,520.85_870.7483m/z,870.7483174,8.68086624
1525,613.69_870.7544m/z,870.7543909,10.2282171
1526,662.69_870.7593m/z,870.7593206,11.04488325
1527,639.17_871.703m/z,871.7030465,10.6528249
1528,654.6_871.7151m/z,871.7151221,10.9100666
1529,520.86_871.7519m/z,871.7519059,8.68095016
1530,613.69_871.7571m/z,871.7571436,10.2281837
1531,649.76_871.7729m/z,871.7728619,10.8294001
1532,397.0_872.5565m/z,872.5564649,6.61674976
1533,428.79_872.6525m/z,872.652516,7.14655018
1534,639.17_872.7051m/z,872.7050937,10.6527829
1535,654.59_872.7185m/z,872.7184636,10.9098501
1536,625.62_872.7701m/z,872.7701437,10.4270668
1537,396.82_873.5587m/z,873.5586902,6.613741635
1538,654.58_873.7187m/z,873.7186886,10.90975
1539,608.78_873.7629m/z,873.7628647,10.1463165
1540,625.69_873.7733m/z,873.7732785,10.4280915
1541,458.54_874.6681m/z,874.6680667,7.64241648
1542,472.14_874.6678m/z,874.6678479,7.86905003
1543,654.56_874.7214m/z,874.72142,10.90926695
1544,625.3_874.7765m/z,874.776462,10.4216166
1545,641.37_874.7863m/z,874.7862799,10.6894169
1546,458.71_875.6715m/z,875.671497,7.64524984
1547,613.71_875.7092m/z,875.7092449,10.228467
1548,625.3_875.7796m/z,875.7796229,10.4216166
1549,641.37_875.7893m/z,875.7893445,10.6895504
1550,475.95_876.6839m/z,876.6838569,7.93253326
1551,499.46_876.6834m/z,876.6834421,8.32436657
1552,613.65_876.7125m/z,876.712488,10.2274504
1553,641.31_876.7919m/z,876.7918945,10.6884918
1554,656.66_876.802m/z,876.801964,10.9443998
1555,475.96_877.6873m/z,877.6872753,7.93260002
1556,499.53_877.6869m/z,877.6868835,8.32553291
1557,608.69_877.7194m/z,877.7193802,10.144783
1558,625.82_877.7255m/z,877.7255177,10.430325
1559,641.25_877.7956m/z,877.7956393,10.6874838
1560,656.66_877.8051m/z,877.805073,10.9444084
1561,475.97_878.6896m/z,878.6895759,7.93282485
1562,503.29_878.6998m/z,878.6998089,8.38814974
1563,625.83_878.7284m/z,878.7284081,10.430583
1564,656.66_878.8075m/z,878.8075201,10.9443665
1565,671.13_878.8175m/z,878.8175305,11.1855335
1566,503.28_879.7035m/z,879.7035469,8.38798332
1567,625.65_879.7329m/z,879.7329377,10.4274836
1568,611.41_879.7428m/z,879.7427521,10.1901331
1569,641.26_879.7418m/z,879.7417503,10.6876249
1570,656.58_879.8113m/z,879.8112678,10.9429998
1571,671.15_879.8207m/z,879.8207303,11.1857834
1572,503.26_880.7056m/z,880.7055556,8.38771629
1573,536.78_880.7145m/z,880.7145192,8.946358205
1574,513.38_880.7142m/z,880.7142171,8.55641651
1575,625.77_880.7363m/z,880.73633,10.429575
1576,641.26_880.7448m/z,880.7447538,10.6876249
1577,611.52_880.746m/z,880.7459923,10.1919498
1578,656.59_880.8134m/z,880.8134208,10.9431829
1579,671.14_880.8233m/z,880.8232687,11.1856666
1580,305.0_881.5141m/z,881.5140864,5.083341835
1581,641.23_881.7482m/z,881.7481954,10.6871829
1582,627.81_881.7587m/z,881.7587238,10.4634666
1583,656.57_881.7574m/z,881.7574207,10.9428329
1584,671.12_881.8253m/z,881.8253411,11.1853504
1585,641.43_882.7505m/z,882.7505003,10.690567
1586,656.57_882.7605m/z,882.7604899,10.9428248
1587,627.87_882.7622m/z,882.7621636,10.46449995
1588,647.82_883.7191m/z,883.7190806,10.7970667
1589,656.58_883.7638m/z,883.763799,10.9429331
1590,627.74_883.7649m/z,883.764866,10.4623165
1591,671.13_883.7727m/z,883.7726977,11.1854668
1592,643.57_883.7746m/z,883.7745531,10.7262163
1593,351.41_884.6062m/z,884.6062401,5.85686684
1594,647.83_884.7203m/z,884.7203245,10.7971916
1595,656.57_884.7655m/z,884.7654862,10.9428415
1596,627.15_884.7684m/z,884.7684419,10.4525003
1597,671.12_884.7757m/z,884.7756754,11.1853504
1598,643.66_884.7782m/z,884.7782246,10.7276335
1599,344.35_885.5457m/z,885.5456929,5.73913336
1600,351.44_885.6096m/z,885.609552,5.85729146
1601,647.77_885.7213m/z,885.7213491,10.7961168
