,ppm,Feature Name
3909,1.048609722,1.048609722
3910,1.046409282,1.046409282
3911,1.044208842,1.044208842
3912,1.042008402,1.042008402
3913,1.039807962,1.039807962
3914,1.037607522,1.037607522
3915,1.035407081,1.035407081
3916,1.033206641,1.033206641
3917,1.031006201,1.031006201
3918,1.028805761,1.028805761
3919,1.026605321,1.026605321
3920,1.024404881,1.024404881
3921,1.022204441,1.022204441
3922,1.020004001,1.020004001
3923,1.017803561,1.017803561
3924,1.015603121,1.015603121
3925,1.013402681,1.013402681
3926,1.01120224,1.01120224
3927,1.0090018,1.0090018
3928,1.00680136,1.00680136
3929,1.00460092,1.00460092
3930,1.00240048,1.00240048
3931,1.00020004,1.00020004
3932,0.9979996,0.9979996
3933,0.99579916,0.99579916
3934,0.99359872,0.99359872
3935,0.99139828,0.99139828
3936,0.98919784,0.98919784
3937,0.986997399,0.986997399
3938,0.984796959,0.984796959
3939,0.982596519,0.982596519
3940,0.980396079,0.980396079
3941,0.978195639,0.978195639
3942,0.975995199,0.975995199
3943,0.973794759,0.973794759
3944,0.971594319,0.971594319
3945,0.969393879,0.969393879
3946,0.967193439,0.967193439
3947,0.964992999,0.964992999
3948,0.962792559,0.962792559
3949,0.960592118,0.960592118
3950,0.958391678,0.958391678
3951,0.956191238,0.956191238
3952,0.953990798,0.953990798
3953,0.951790358,0.951790358
3954,0.949589918,0.949589918
3955,0.947389478,0.947389478
3956,0.945189038,0.945189038
3957,0.942988598,0.942988598
3958,0.940788158,0.940788158
3959,0.938587718,0.938587718
3960,0.936387277,0.936387277
3961,0.934186837,0.934186837
3962,0.931986397,0.931986397
3963,0.929785957,0.929785957
3964,0.927585517,0.927585517
3965,0.925385077,0.925385077
3966,0.923184637,0.923184637
3967,0.920984197,0.920984197
3968,0.918783757,0.918783757
3969,0.916583317,0.916583317
3970,0.914382877,0.914382877
3971,0.912182436,0.912182436
3972,0.909981996,0.909981996
3973,0.907781556,0.907781556
3974,0.905581116,0.905581116
3975,0.903380676,0.903380676
3976,0.901180236,0.901180236
3977,0.898979796,0.898979796
3978,0.896779356,0.896779356
3979,0.894578916,0.894578916
3980,0.892378476,0.892378476
3981,0.890178036,0.890178036
3982,0.887977596,0.887977596
3983,0.885777155,0.885777155
3984,0.883576715,0.883576715
3985,0.881376275,0.881376275
3986,0.879175835,0.879175835
3987,0.876975395,0.876975395
3988,0.874774955,0.874774955
3989,0.872574515,0.872574515
3990,0.870374075,0.870374075
3991,0.868173635,0.868173635
3992,0.865973195,0.865973195
3993,0.863772755,0.863772755
3994,0.861572314,0.861572314
3995,0.859371874,0.859371874
3996,0.857171434,0.857171434
3997,0.854970994,0.854970994
3998,0.852770554,0.852770554
3999,0.850570114,0.850570114
4000,0.848369674,0.848369674
4001,0.846169234,0.846169234
4002,0.843968794,0.843968794
4003,0.841768354,0.841768354
4004,0.839567914,0.839567914
4005,0.837367473,0.837367473
4006,0.835167033,0.835167033
4007,0.832966593,0.832966593
4008,0.830766153,0.830766153
4009,0.828565713,0.828565713
4010,0.826365273,0.826365273
4011,0.824164833,0.824164833
4012,0.821964393,0.821964393
4013,0.819763953,0.819763953
4014,0.817563513,0.817563513
4015,0.815363073,0.815363073
4016,0.813162633,0.813162633
4017,0.810962192,0.810962192
4018,0.808761752,0.808761752
4019,0.806561312,0.806561312
4020,0.804360872,0.804360872
4021,0.802160432,0.802160432
4022,0.799959992,0.799959992
4023,0.797759552,0.797759552
4024,0.795559112,0.795559112
4025,0.793358672,0.793358672
4026,0.791158232,0.791158232
4027,0.788957792,0.788957792
4028,0.786757351,0.786757351
4029,0.784556911,0.784556911
4030,0.782356471,0.782356471
4031,0.780156031,0.780156031
4032,0.777955591,0.777955591
4033,0.775755151,0.775755151
4034,0.773554711,0.773554711
4035,0.771354271,0.771354271
4036,0.769153831,0.769153831
4037,0.766953391,0.766953391
4038,0.764752951,0.764752951
4039,0.762552511,0.762552511
4040,0.76035207,0.76035207
4041,0.75815163,0.75815163
4042,0.75595119,0.75595119
4043,0.75375075,0.75375075
4044,0.75155031,0.75155031
4045,0.74934987,0.74934987
4046,0.74714943,0.74714943
4047,0.74494899,0.74494899
4048,0.74274855,0.74274855
4049,0.74054811,0.74054811
4050,0.73834767,0.73834767
4051,0.736147229,0.736147229
4052,0.733946789,0.733946789
4053,0.731746349,0.731746349
4054,0.729545909,0.729545909
4055,0.727345469,0.727345469
4056,0.725145029,0.725145029
4057,0.722944589,0.722944589
4058,0.720744149,0.720744149
4059,0.718543709,0.718543709
4060,0.716343269,0.716343269
4061,0.714142829,0.714142829
4062,0.711942388,0.711942388
4063,0.709741948,0.709741948
4064,0.707541508,0.707541508
4065,0.705341068,0.705341068
4066,0.703140628,0.703140628
4067,0.700940188,0.700940188
4068,0.698739748,0.698739748
4069,0.696539308,0.696539308
4070,0.694338868,0.694338868
4071,0.692138428,0.692138428
4072,0.689937988,0.689937988
4073,0.687737548,0.687737548
4074,0.685537107,0.685537107
4075,0.683336667,0.683336667
4076,0.681136227,0.681136227
4077,0.678935787,0.678935787
4078,0.676735347,0.676735347
4079,0.674534907,0.674534907
4080,0.672334467,0.672334467
4081,0.670134027,0.670134027
4082,0.667933587,0.667933587
4083,0.665733147,0.665733147
4084,0.663532707,0.663532707
4085,0.661332266,0.661332266
4086,0.659131826,0.659131826
4087,0.656931386,0.656931386
4088,0.654730946,0.654730946
4089,0.652530506,0.652530506
4090,0.650330066,0.650330066
4091,0.648129626,0.648129626
4092,0.645929186,0.645929186
4093,0.643728746,0.643728746
4094,0.641528306,0.641528306
4095,0.639327866,0.639327866
4096,0.637127425,0.637127425
4097,0.634926985,0.634926985
4098,0.632726545,0.632726545
4099,0.630526105,0.630526105
4100,0.628325665,0.628325665
4101,0.626125225,0.626125225
4102,0.623924785,0.623924785
4103,0.621724345,0.621724345
4104,0.619523905,0.619523905
4105,0.617323465,0.617323465
4106,0.615123025,0.615123025
4107,0.612922585,0.612922585
4108,0.610722144,0.610722144
4109,0.608521704,0.608521704
4110,0.606321264,0.606321264
4111,0.604120824,0.604120824
4112,0.601920384,0.601920384
4113,0.599719944,0.599719944
4114,0.597519504,0.597519504
4115,0.595319064,0.595319064
4116,0.593118624,0.593118624
4117,0.590918184,0.590918184
4118,0.588717744,0.588717744
4119,0.586517303,0.586517303
4120,0.584316863,0.584316863
4121,0.582116423,0.582116423
4122,0.579915983,0.579915983
4123,0.577715543,0.577715543
4124,0.575515103,0.575515103
4125,0.573314663,0.573314663
4126,0.571114223,0.571114223
4127,0.568913783,0.568913783
4128,0.566713343,0.566713343
4129,0.564512903,0.564512903
4130,0.562312462,0.562312462
4131,0.560112022,0.560112022
4132,0.557911582,0.557911582
4133,0.555711142,0.555711142
4134,0.553510702,0.553510702
4135,0.551310262,0.551310262
4136,0.549109822,0.549109822
4137,0.546909382,0.546909382
4138,0.544708942,0.544708942
4139,0.542508502,0.542508502
4140,0.540308062,0.540308062
4141,0.538107622,0.538107622
4142,0.535907181,0.535907181
4143,0.533706741,0.533706741
4144,0.531506301,0.531506301
4145,0.529305861,0.529305861
4146,0.527105421,0.527105421
4147,0.524904981,0.524904981
4148,0.522704541,0.522704541
4149,0.520504101,0.520504101
4150,0.518303661,0.518303661
4151,0.516103221,0.516103221
4152,0.513902781,0.513902781
4153,0.51170234,0.51170234
4154,0.5095019,0.5095019
4155,0.50730146,0.50730146
4156,0.50510102,0.50510102
4157,0.50290058,0.50290058
4158,0.50070014,0.50070014
4159,0.4984997,0.4984997
4160,0.49629926,0.49629926
4161,0.49409882,0.49409882
4162,0.49189838,0.49189838
4163,0.48969794,0.48969794
4164,0.487497499,0.487497499
4165,0.485297059,0.485297059
4166,0.483096619,0.483096619
4167,0.480896179,0.480896179
4168,0.478695739,0.478695739
4169,0.476495299,0.476495299
4170,0.474294859,0.474294859
4171,0.472094419,0.472094419
4172,0.469893979,0.469893979
4173,0.467693539,0.467693539
4174,0.465493099,0.465493099
4175,0.463292659,0.463292659
4176,0.461092218,0.461092218
4177,0.458891778,0.458891778
4178,0.456691338,0.456691338
4179,0.454490898,0.454490898
4180,0.452290458,0.452290458
4181,0.450090018,0.450090018
4182,0.447889578,0.447889578
4183,0.445689138,0.445689138
4184,0.443488698,0.443488698
4185,0.441288258,0.441288258
4186,0.439087818,0.439087818
4187,0.436887377,0.436887377
4188,0.434686937,0.434686937
4189,0.432486497,0.432486497
4190,0.430286057,0.430286057
4191,0.428085617,0.428085617
4192,0.425885177,0.425885177
4193,0.423684737,0.423684737
4194,0.421484297,0.421484297
4195,0.419283857,0.419283857
4196,0.417083417,0.417083417
4197,0.414882977,0.414882977
4198,0.412682537,0.412682537
4199,0.410482096,0.410482096
4200,0.408281656,0.408281656
4201,0.406081216,0.406081216
4202,0.403880776,0.403880776
4203,0.401680336,0.401680336
4204,0.399479896,0.399479896
4205,0.397279456,0.397279456
4206,0.395079016,0.395079016
4207,0.392878576,0.392878576
4208,0.390678136,0.390678136
4209,0.388477696,0.388477696
4210,0.386277255,0.386277255
4211,0.384076815,0.384076815
4212,0.381876375,0.381876375
4213,0.379675935,0.379675935
4214,0.377475495,0.377475495
4215,0.375275055,0.375275055
4216,0.373074615,0.373074615
4217,0.370874175,0.370874175
4218,0.368673735,0.368673735
4219,0.366473295,0.366473295
4220,0.364272855,0.364272855
4221,0.362072414,0.362072414
4222,0.359871974,0.359871974
4223,0.357671534,0.357671534
4224,0.355471094,0.355471094
4225,0.353270654,0.353270654
4226,0.351070214,0.351070214
4227,0.348869774,0.348869774
4228,0.346669334,0.346669334
4229,0.344468894,0.344468894
4230,0.342268454,0.342268454
4231,0.340068014,0.340068014
4232,0.337867574,0.337867574
4233,0.335667133,0.335667133
4234,0.333466693,0.333466693
4235,0.331266253,0.331266253
4236,0.329065813,0.329065813
4237,0.326865373,0.326865373
4238,0.324664933,0.324664933
4239,0.322464493,0.322464493
4240,0.320264053,0.320264053
4241,0.318063613,0.318063613
4242,0.315863173,0.315863173
4243,0.313662733,0.313662733
4244,0.311462292,0.311462292
4245,0.309261852,0.309261852
4246,0.307061412,0.307061412
4247,0.304860972,0.304860972
4248,0.302660532,0.302660532
4249,0.300460092,0.300460092
4250,0.298259652,0.298259652
4251,0.296059212,0.296059212
4252,0.293858772,0.293858772
4253,0.291658332,0.291658332
4254,0.289457892,0.289457892
4255,0.287257451,0.287257451
4256,0.285057011,0.285057011
4257,0.282856571,0.282856571
4258,0.280656131,0.280656131
4259,0.278455691,0.278455691
4260,0.276255251,0.276255251
4261,0.274054811,0.274054811
4262,0.271854371,0.271854371
4263,0.269653931,0.269653931
4264,0.267453491,0.267453491
4265,0.265253051,0.265253051
4266,0.263052611,0.263052611
4267,0.26085217,0.26085217
4268,0.25865173,0.25865173
4269,0.25645129,0.25645129
4270,0.25425085,0.25425085
4271,0.25205041,0.25205041
4272,0.24984997,0.24984997
4273,0.24764953,0.24764953
4274,0.24544909,0.24544909
4275,0.24324865,0.24324865
4276,0.24104821,0.24104821
4277,0.23884777,0.23884777
4278,0.236647329,0.236647329
4279,0.234446889,0.234446889
4280,0.232246449,0.232246449
4281,0.230046009,0.230046009
4282,0.227845569,0.227845569
4283,0.225645129,0.225645129
4284,0.223444689,0.223444689
4285,0.221244249,0.221244249
4286,0.219043809,0.219043809
4287,0.216843369,0.216843369
4288,0.214642929,0.214642929
4289,0.212442488,0.212442488
4290,0.210242048,0.210242048
4291,0.208041608,0.208041608
4292,0.205841168,0.205841168
4293,0.203640728,0.203640728
4294,0.201440288,0.201440288
4295,-0.201240248,-0.201240248
4296,-0.203440688,-0.203440688
4297,-0.205641128,-0.205641128
4298,-0.207841568,-0.207841568
4299,-0.210042008,-0.210042008
4300,-0.212242448,-0.212242448
4301,-0.214442889,-0.214442889
4302,-0.216643329,-0.216643329
4303,-0.218843769,-0.218843769
4304,-0.221044209,-0.221044209
4305,-0.223244649,-0.223244649
4306,-0.225445089,-0.225445089
4307,-0.227645529,-0.227645529
4308,-0.229845969,-0.229845969
4309,-0.232046409,-0.232046409
4310,-0.234246849,-0.234246849
4311,-0.236447289,-0.236447289
4312,-0.23864773,-0.23864773
4313,-0.24084817,-0.24084817
4314,-0.24304861,-0.24304861
4315,-0.24524905,-0.24524905
4316,-0.24744949,-0.24744949
4317,-0.24964993,-0.24964993
4318,-0.25185037,-0.25185037
4319,-0.25405081,-0.25405081
4320,-0.25625125,-0.25625125
4321,-0.25845169,-0.25845169
4322,-0.26065213,-0.26065213
4323,-0.262852571,-0.262852571
4324,-0.265053011,-0.265053011
4325,-0.267253451,-0.267253451
4326,-0.269453891,-0.269453891
4327,-0.271654331,-0.271654331
4328,-0.273854771,-0.273854771
4329,-0.276055211,-0.276055211
4330,-0.278255651,-0.278255651
4331,-0.280456091,-0.280456091
4332,-0.282656531,-0.282656531
4333,-0.284856971,-0.284856971
4334,-0.287057411,-0.287057411
4335,-0.289257852,-0.289257852
4336,-0.291458292,-0.291458292
4337,-0.293658732,-0.293658732
4338,-0.295859172,-0.295859172
4339,-0.298059612,-0.298059612
4340,-0.300260052,-0.300260052
4341,-0.302460492,-0.302460492
4342,-0.304660932,-0.304660932
4343,-0.306861372,-0.306861372
4344,-0.309061812,-0.309061812
4345,-0.311262252,-0.311262252
4346,-0.313462693,-0.313462693
4347,-0.315663133,-0.315663133
4348,-0.317863573,-0.317863573
4349,-0.320064013,-0.320064013
4350,-0.322264453,-0.322264453
4351,-0.324464893,-0.324464893
4352,-0.326665333,-0.326665333
4353,-0.328865773,-0.328865773
4354,-0.331066213,-0.331066213
4355,-0.333266653,-0.333266653
4356,-0.335467093,-0.335467093
4357,-0.337667534,-0.337667534
4358,-0.339867974,-0.339867974
4359,-0.342068414,-0.342068414
4360,-0.344268854,-0.344268854
4361,-0.346469294,-0.346469294
4362,-0.348669734,-0.348669734
4363,-0.350870174,-0.350870174
4364,-0.353070614,-0.353070614
4365,-0.355271054,-0.355271054
4366,-0.357471494,-0.357471494
4367,-0.359671934,-0.359671934
4368,-0.361872374,-0.361872374
4369,-0.364072815,-0.364072815
4370,-0.366273255,-0.366273255
4371,-0.368473695,-0.368473695
4372,-0.370674135,-0.370674135
4373,-0.372874575,-0.372874575
4374,-0.375075015,-0.375075015
4375,-0.377275455,-0.377275455
4376,-0.379475895,-0.379475895
4377,-0.381676335,-0.381676335
4378,-0.383876775,-0.383876775
4379,-0.386077215,-0.386077215
4380,-0.388277656,-0.388277656
4381,-0.390478096,-0.390478096
4382,-0.392678536,-0.392678536
4383,-0.394878976,-0.394878976
4384,-0.397079416,-0.397079416
4385,-0.399279856,-0.399279856
4386,-0.401480296,-0.401480296
4387,-0.403680736,-0.403680736
4388,-0.405881176,-0.405881176
4389,-0.408081616,-0.408081616
4390,-0.410282056,-0.410282056
4391,-0.412482496,-0.412482496
4392,-0.414682937,-0.414682937
4393,-0.416883377,-0.416883377
4394,-0.419083817,-0.419083817
4395,-0.421284257,-0.421284257
4396,-0.423484697,-0.423484697
4397,-0.425685137,-0.425685137
4398,-0.427885577,-0.427885577
4399,-0.430086017,-0.430086017
4400,-0.432286457,-0.432286457
4401,-0.434486897,-0.434486897
4402,-0.436687337,-0.436687337
4403,-0.438887778,-0.438887778
4404,-0.441088218,-0.441088218
4405,-0.443288658,-0.443288658
4406,-0.445489098,-0.445489098
4407,-0.447689538,-0.447689538
4408,-0.449889978,-0.449889978
4409,-0.452090418,-0.452090418
4410,-0.454290858,-0.454290858
4411,-0.456491298,-0.456491298
4412,-0.458691738,-0.458691738
4413,-0.460892178,-0.460892178
4414,-0.463092619,-0.463092619
4415,-0.465293059,-0.465293059
4416,-0.467493499,-0.467493499
4417,-0.469693939,-0.469693939
4418,-0.471894379,-0.471894379
4419,-0.474094819,-0.474094819
4420,-0.476295259,-0.476295259
4421,-0.478495699,-0.478495699
4422,-0.480696139,-0.480696139
4423,-0.482896579,-0.482896579
4424,-0.485097019,-0.485097019
4425,-0.487297459,-0.487297459
4426,-0.4894979,-0.4894979
4427,-0.49169834,-0.49169834
4428,-0.49389878,-0.49389878
4429,-0.49609922,-0.49609922
4430,-0.49829966,-0.49829966
4431,-0.5005001,-0.5005001
4432,-0.50270054,-0.50270054
4433,-0.50490098,-0.50490098
4434,-0.50710142,-0.50710142
4435,-0.50930186,-0.50930186
4436,-0.5115023,-0.5115023
4437,-0.513702741,-0.513702741
4438,-0.515903181,-0.515903181
4439,-0.518103621,-0.518103621
4440,-0.520304061,-0.520304061
4441,-0.522504501,-0.522504501
4442,-0.524704941,-0.524704941
4443,-0.526905381,-0.526905381
4444,-0.529105821,-0.529105821
4445,-0.531306261,-0.531306261
4446,-0.533506701,-0.533506701
4447,-0.535707141,-0.535707141
4448,-0.537907582,-0.537907582
4449,-0.540108022,-0.540108022
4450,-0.542308462,-0.542308462
4451,-0.544508902,-0.544508902
4452,-0.546709342,-0.546709342
4453,-0.548909782,-0.548909782
4454,-0.551110222,-0.551110222
4455,-0.553310662,-0.553310662
4456,-0.555511102,-0.555511102
4457,-0.557711542,-0.557711542
4458,-0.559911982,-0.559911982
4459,-0.562112422,-0.562112422
4460,-0.564312863,-0.564312863
4461,-0.566513303,-0.566513303
4462,-0.568713743,-0.568713743
4463,-0.570914183,-0.570914183
4464,-0.573114623,-0.573114623
4465,-0.575315063,-0.575315063
4466,-0.577515503,-0.577515503
4467,-0.579715943,-0.579715943
4468,-0.581916383,-0.581916383
4469,-0.584116823,-0.584116823
4470,-0.586317263,-0.586317263
4471,-0.588517704,-0.588517704
4472,-0.590718144,-0.590718144
4473,-0.592918584,-0.592918584
4474,-0.595119024,-0.595119024
4475,-0.597319464,-0.597319464
4476,-0.599519904,-0.599519904
4477,-0.601720344,-0.601720344
4478,-0.603920784,-0.603920784
4479,-0.606121224,-0.606121224
4480,-0.608321664,-0.608321664
4481,-0.610522104,-0.610522104
4482,-0.612722545,-0.612722545
4483,-0.614922985,-0.614922985
4484,-0.617123425,-0.617123425
4485,-0.619323865,-0.619323865
4486,-0.621524305,-0.621524305
4487,-0.623724745,-0.623724745
4488,-0.625925185,-0.625925185
4489,-0.628125625,-0.628125625
4490,-0.630326065,-0.630326065
4491,-0.632526505,-0.632526505
4492,-0.634726945,-0.634726945
4493,-0.636927385,-0.636927385
4494,-0.639127826,-0.639127826
4495,-0.641328266,-0.641328266
4496,-0.643528706,-0.643528706
4497,-0.645729146,-0.645729146
4498,-0.647929586,-0.647929586
4499,-0.650130026,-0.650130026
4500,-0.652330466,-0.652330466
4501,-0.654530906,-0.654530906
4502,-0.656731346,-0.656731346
4503,-0.658931786,-0.658931786
4504,-0.661132226,-0.661132226
4505,-0.663332667,-0.663332667
4506,-0.665533107,-0.665533107
4507,-0.667733547,-0.667733547
4508,-0.669933987,-0.669933987
4509,-0.672134427,-0.672134427
4510,-0.674334867,-0.674334867
4511,-0.676535307,-0.676535307
4512,-0.678735747,-0.678735747
4513,-0.680936187,-0.680936187
4514,-0.683136627,-0.683136627
4515,-0.685337067,-0.685337067
4516,-0.687537508,-0.687537508
4517,-0.689737948,-0.689737948
4518,-0.691938388,-0.691938388
4519,-0.694138828,-0.694138828
4520,-0.696339268,-0.696339268
4521,-0.698539708,-0.698539708
4522,-0.700740148,-0.700740148
4523,-0.702940588,-0.702940588
4524,-0.705141028,-0.705141028
4525,-0.707341468,-0.707341468
4526,-0.709541908,-0.709541908
4527,-0.711742348,-0.711742348
4528,-0.713942789,-0.713942789
4529,-0.716143229,-0.716143229
4530,-0.718343669,-0.718343669
4531,-0.720544109,-0.720544109
4532,-0.722744549,-0.722744549
4533,-0.724944989,-0.724944989
4534,-0.727145429,-0.727145429
4535,-0.729345869,-0.729345869
4536,-0.731546309,-0.731546309
4537,-0.733746749,-0.733746749
4538,-0.735947189,-0.735947189
4539,-0.73814763,-0.73814763
4540,-0.74034807,-0.74034807
4541,-0.74254851,-0.74254851
4542,-0.74474895,-0.74474895
4543,-0.74694939,-0.74694939
4544,-0.74914983,-0.74914983
4545,-0.75135027,-0.75135027
4546,-0.75355071,-0.75355071
4547,-0.75575115,-0.75575115
4548,-0.75795159,-0.75795159
4549,-0.76015203,-0.76015203
4550,-0.76235247,-0.76235247
4551,-0.764552911,-0.764552911
4552,-0.766753351,-0.766753351
4553,-0.768953791,-0.768953791
4554,-0.771154231,-0.771154231
4555,-0.773354671,-0.773354671
4556,-0.775555111,-0.775555111
4557,-0.777755551,-0.777755551
4558,-0.779955991,-0.779955991
4559,-0.782156431,-0.782156431
4560,-0.784356871,-0.784356871
4561,-0.786557311,-0.786557311
4562,-0.788757752,-0.788757752
4563,-0.790958192,-0.790958192
4564,-0.793158632,-0.793158632
4565,-0.795359072,-0.795359072
4566,-0.797559512,-0.797559512
4567,-0.799759952,-0.799759952
4568,-0.801960392,-0.801960392
4569,-0.804160832,-0.804160832
4570,-0.806361272,-0.806361272
4571,-0.808561712,-0.808561712
4572,-0.810762152,-0.810762152
4573,-0.812962593,-0.812962593
4574,-0.815163033,-0.815163033
4575,-0.817363473,-0.817363473
4576,-0.819563913,-0.819563913
4577,-0.821764353,-0.821764353
4578,-0.823964793,-0.823964793
4579,-0.826165233,-0.826165233
4580,-0.828365673,-0.828365673
4581,-0.830566113,-0.830566113
4582,-0.832766553,-0.832766553
4583,-0.834966993,-0.834966993
4584,-0.837167433,-0.837167433
4585,-0.839367874,-0.839367874
4586,-0.841568314,-0.841568314
4587,-0.843768754,-0.843768754
4588,-0.845969194,-0.845969194
4589,-0.848169634,-0.848169634
4590,-0.850370074,-0.850370074
4591,-0.852570514,-0.852570514
4592,-0.854770954,-0.854770954
4593,-0.856971394,-0.856971394
4594,-0.859171834,-0.859171834
4595,-0.861372274,-0.861372274
4596,-0.863572715,-0.863572715
4597,-0.865773155,-0.865773155
4598,-0.867973595,-0.867973595
4599,-0.870174035,-0.870174035
4600,-0.872374475,-0.872374475
4601,-0.874574915,-0.874574915
4602,-0.876775355,-0.876775355
4603,-0.878975795,-0.878975795
4604,-0.881176235,-0.881176235
4605,-0.883376675,-0.883376675
4606,-0.885577115,-0.885577115
4607,-0.887777556,-0.887777556
4608,-0.889977996,-0.889977996
4609,-0.892178436,-0.892178436
4610,-0.894378876,-0.894378876
4611,-0.896579316,-0.896579316
4612,-0.898779756,-0.898779756
4613,-0.900980196,-0.900980196
4614,-0.903180636,-0.903180636
4615,-0.905381076,-0.905381076
4616,-0.907581516,-0.907581516
4617,-0.909781956,-0.909781956
4618,-0.911982396,-0.911982396
4619,-0.914182837,-0.914182837
4620,-0.916383277,-0.916383277
4621,-0.918583717,-0.918583717
4622,-0.920784157,-0.920784157
4623,-0.922984597,-0.922984597
4624,-0.925185037,-0.925185037
4625,-0.927385477,-0.927385477
4626,-0.929585917,-0.929585917
4627,-0.931786357,-0.931786357
4628,-0.933986797,-0.933986797
4629,-0.936187237,-0.936187237
4630,-0.938387678,-0.938387678
4631,-0.940588118,-0.940588118
4632,-0.942788558,-0.942788558
4633,-0.944988998,-0.944988998
4634,-0.947189438,-0.947189438
4635,-0.949389878,-0.949389878
4636,-0.951590318,-0.951590318
4637,-0.953790758,-0.953790758
4638,-0.955991198,-0.955991198
4639,-0.958191638,-0.958191638
4640,-0.960392078,-0.960392078
4641,-0.962592519,-0.962592519
4642,-0.964792959,-0.964792959
4643,-0.966993399,-0.966993399
4644,-0.969193839,-0.969193839
4645,-0.971394279,-0.971394279
4646,-0.973594719,-0.973594719
4647,-0.975795159,-0.975795159
4648,-0.977995599,-0.977995599
4649,-0.980196039,-0.980196039
4650,-0.982396479,-0.982396479
4651,-0.984596919,-0.984596919
4652,-0.986797359,-0.986797359
4653,-0.9889978,-0.9889978
4654,-0.99119824,-0.99119824
4655,-0.99339868,-0.99339868
4656,-0.99559912,-0.99559912
4657,-0.99779956,-0.99779956
4658,-1,-1
